============================================================
  Scraper OAB - JurisWay  (IDs verificados, encoding iso-8859-1)
============================================================

-------------------------------------------------------
  OAB-XXI  (id_prova=642)  -- 80 questoes pendentes
-------------------------------------------------------
  [ 1/80] Etica Profissional           correta=A | media
  [45/80] Direito do Consumidor        correta=C | facil
  [46/80] Direito do Consumidor        correta=B | facil
  [47/80] Direito Empresarial          correta=C | media
  [48/80] Direito Empresarial          correta=A | media
  [49/80] Direito Empresarial          correta=A | facil
  [50/80] Direito Empresarial          correta=D | dificil
  [51/80] Direito Processual Civil     correta=B | facil
  [52/80] Direito Processual Civil     correta=C | media
  [53/80] Direito Processual Civil     correta=D | dificil
  [54/80] Direito Processual Civil     correta=B | dificil
  [55/80] Direito Processual Civil     correta=C | facil
  [56/80] Direito Processual Civil     correta=B | media
  [57/80] Direito Penal                correta=C | media
  [58/80] Direito Penal                correta=A | facil
  [59/80] Direito Penal                correta=C | media
  [60/80] Direito Penal                correta=C | dificil
  [61/80] Direito Penal                correta=A | facil
  [62/80] Direito Penal                correta=C | media
  [63/80] Direito Processual Penal     correta=B | dificil
  [64/80] Direito Processual Penal     correta=A | media
  [65/80] Direito Processual Penal     correta=B | media
  [66/80] Direito Processual Penal     correta=A | media
  [67/80] Direito Processual Penal     correta=D | media
  [68/80] Direito Processual Penal     correta=C | dificil
  [69/80] Questo 69 - Direito Previden correta=A | media
  [70/80] Questo 70 - Direito Previden correta=B | media
  [71/80] Direito do Trabalho          correta=C | media
  [72/80] Direito do Trabalho          correta=C | facil
  [73/80] Direito do Trabalho          correta=D | facil
  [74/80] Direito do Trabalho          correta=B | facil
  [75/80] Direito do Trabalho          correta=C | facil
  [76/80] Direito Processual do Trabal correta=A | media
  [77/80] Direito Processual do Trabal correta=D | media
  [78/80] Direito Processual do Trabal correta=A | facil
  [79/80] Direito Processual do Trabal correta=D | facil
  [80/80] Direito Processual do Trabal correta=B | facil

-------------------------------------------------------
  OAB-XLIII  (id_prova=686)  -- 80 questoes pendentes
-------------------------------------------------------
  [ 1/80] Etica Profissional           [sem gabarito] | media
  [ 2/80] Etica Profissional           correta=C | facil
  [ 3/80] Etica Profissional           correta=A | media
  [ 4/80] Etica Profissional           correta=A | media
  [ 5/80] Etica Profissional           correta=C | media
  [ 6/80] Etica Profissional           correta=B | facil
  [ 7/80] Etica Profissional           correta=D | facil
  [ 8/80] Etica Profissional           correta=C | facil
  [ 9/80] Filosofia do Direito         correta=B | dificil
  [10/80] Filosofia do Direito         correta=D | media
  [11/80] Direito Constitucional       correta=D | media
  [12/80] Direito Constitucional       correta=B | facil
  [13/80] Direito Constitucional       correta=B | facil
  [14/80] Direito Constitucional       correta=A | facil
  [15/80] Direito Constitucional       correta=B | facil
  [16/80] Direito Constitucional       correta=C | media
  [17/80] Direitos Humanos             correta=C | facil
  [18/80] Direitos Humanos             correta=A | facil
  [19/80] Direito Eleitoral            correta=D | dificil
  [20/80] Direito Eleitoral            correta=D | media
  [21/80] Direito Internacional        correta=C | media
  [22/80] Direito Internacional        correta=C | media
  [23/80] Direito Financeiro           correta=D | media
  [24/80] Direito Financeiro           correta=B | dificil
  [25/80] Questo 25 - Direito Tributri correta=C | media
  [26/80] Questo 26 - Direito Tributri correta=B | facil
  [27/80] Questo 27 - Direito Tributri correta=A | dificil
  [28/80] Questo 28 - Direito Tributri correta=B | dificil
  [29/80] Questo 29 - Direito Tributri correta=A | media
  [30/80] Direito Administrativo       correta=D | media
  [31/80] Direito Administrativo       correta=C | facil
  [32/80] Direito Administrativo       correta=A | media
  [33/80] Direito Administrativo       correta=A | media
  [34/80] Direito Administrativo       correta=C | media
  [35/80] Direito Ambiental            correta=D | facil
  [36/80] Direito Ambiental            correta=B | facil
  [37/80] Direito Civil                correta=B | dificil
  [38/80] Direito Civil                correta=A | facil
  [39/80] Direito Civil                correta=B | media
  [40/80] Direito Civil                correta=A | media
  [41/80] Direito Civil                correta=C | facil
  [42/80] Direito Civil                correta=B | facil
  [43/80] Questo 43 - Estatuto da Cria correta=B | media
  [44/80] Questo 44 - Estatuto da Cria correta=D | facil
  [45/80] Direito do Consumidor        correta=A | facil
  [46/80] Direito do Consumidor        correta=D | facil
  [47/80] Direito Empresarial          correta=A | dificil
  [48/80] Direito Empresarial          correta=B | dificil
  [49/80] Direito Empresarial          correta=D | media
  [50/80] Direito Empresarial          correta=A | dificil
  [51/80] Direito Processual Civil     correta=C | facil
  [52/80] Direito Processual Civil     correta=D | dificil
  [53/80] Direito Processual Civil     correta=C | dificil
  [54/80] Direito Processual Civil     correta=A | facil
  [55/80] Direito Processual Civil     correta=B | dificil
  [56/80] Direito Processual Civil     correta=B | dificil
  [57/80] Direito Penal                correta=C | facil
  [58/80] Direito Penal                correta=D | media
  [59/80] Direito Penal                correta=C | facil
  [60/80] Direito Penal                correta=A | media
  [61/80] Direito Penal                correta=D | media
  [62/80] Direito Penal                correta=C | facil
  [63/80] Direito Processual Penal     correta=D | media
  [64/80] Direito Processual Penal     correta=B | media
  [65/80] Direito Processual Penal     correta=A | facil
  [66/80] Direito Processual Penal     correta=D | facil
  [67/80] Direito Processual Penal     correta=A | media
  [68/80] Direito Processual Penal     correta=B | media
  [69/80] Questo 69 - Direito Previden correta=B | facil
  [70/80] Questo 70 - Direito Previden correta=D | media
  [71/80] Direito do Trabalho          correta=C | facil
  [72/80] Direito do Trabalho          correta=B | facil
  [73/80] Direito do Trabalho          correta=A | media
  [74/80] Direito do Trabalho          [sem gabarito] | media
  [75/80] Direito do Trabalho          correta=D | media
  [76/80] Direito Processual do Trabal correta=C | media
  [77/80] Direito Processual do Trabal correta=C | facil
  [78/80] Direito Processual do Trabal correta=A | dificil
  [79/80] Direito Processual do Trabal correta=D | media
  [80/80] Direito Processual do Trabal correta=A | media

-------------------------------------------------------
  OAB-XLIV  (id_prova=687)  -- 80 questoes pendentes
-------------------------------------------------------
  [ 1/80] Etica Profissional           correta=C | media
  [ 2/80] Etica Profissional           correta=B | dificil
  [ 3/80] Etica Profissional           correta=B | facil
  [ 4/80] Etica Profissional           correta=A | media
  [ 5/80] Etica Profissional           correta=C | facil
  [ 6/80] Etica Profissional           correta=B | facil
  [ 7/80] Etica Profissional           correta=C | media
  [ 8/80] Etica Profissional           correta=C | media
  [ 9/80] Filosofia do Direito         correta=A | facil
  [10/80] Filosofia do Direito         correta=D | facil
  [11/80] Direito Constitucional       correta=C | media
  [12/80] Direito Constitucional       correta=D | dificil
  [13/80] Direito Constitucional       correta=C | facil
  [14/80] Direito Constitucional       correta=D | media
  [15/80] Direito Constitucional       correta=D | facil
  [16/80] Direito Constitucional       correta=B | facil
  [17/80] Direitos Humanos             correta=D | media
  [18/80] Direitos Humanos             correta=A | dificil
  [19/80] Direito Eleitoral            correta=D | facil
  [20/80] Direito Eleitoral            correta=C | facil
  [21/80] Direito Internacional        correta=D | media
  [22/80] Direito Internacional        correta=A | media
  [23/80] Direito Financeiro           correta=B | dificil
  [24/80] Direito Financeiro           correta=C | dificil
  [25/80] Questo 25 - Direito Tributri correta=C | facil
  [26/80] Questo 26 - Direito Tributri correta=C | facil
  [27/80] Questo 27 - Direito Tributri correta=D | media
  [28/80] Questo 28 - Direito Tributri correta=B | facil
  [29/80] Questo 29 - Direito Tributri correta=A | dificil
  [30/80] Direito Administrativo       correta=D | facil
  [31/80] Direito Administrativo       correta=A | facil
  [32/80] Direito Administrativo       correta=A | media
  [33/80] Direito Administrativo       correta=D | facil
  [34/80] Direito Administrativo       correta=C | media
  [35/80] Direito Ambiental            correta=B | facil
  [36/80] Direito Ambiental            correta=A | facil
  [37/80] Direito Civil                correta=D | facil
  [38/80] Direito Civil                correta=C | facil
  [39/80] Direito Civil                correta=C | media
  [40/80] Direito Civil                correta=A | facil
  [41/80] Direito Civil                correta=D | facil
  [42/80] Direito Civil                correta=B | facil
  [43/80] Questo 43 - Estatuto da Cria correta=A | dificil
  [44/80] Questo 44 - Estatuto da Cria correta=A | media
  [45/80] Direito do Consumidor        correta=B | facil
  [46/80] Direito do Consumidor        correta=A | facil
  [47/80] Direito Empresarial          correta=C | dificil
  [48/80] Direito Empresarial          correta=B | dificil
  [49/80] Direito Empresarial          correta=B | facil
  [50/80] Direito Empresarial          correta=A | facil
  [51/80] Direito Processual Civil     correta=C | media
  [52/80] Direito Processual Civil     correta=D | media
  [53/80] Direito Processual Civil     correta=A | dificil
  [54/80] Direito Processual Civil     correta=A | facil
  [55/80] Direito Processual Civil     correta=B | facil
  [56/80] Direito Processual Civil     correta=D | facil
  [57/80] Direito Penal                correta=D | facil
  [58/80] Direito Penal                correta=D | media
  [59/80] Direito Penal                correta=B | media
  [60/80] Direito Penal                correta=C | facil
  [61/80] Direito Penal                correta=D | facil
  [62/80] Direito Penal                correta=C | media
  [63/80] Direito Processual Penal     correta=B | facil
  [64/80] Direito Processual Penal     correta=D | media
  [65/80] Direito Processual Penal     correta=C | media
  [66/80] Direito Processual Penal     correta=B | media
  [67/80] Direito Processual Penal     correta=A | dificil
  [68/80] Direito Processual Penal     correta=B | media
  [69/80] Questo 69 - Direito Previden correta=A | media
  [70/80] Questo 70 - Direito Previden correta=A | media
  [71/80] Direito do Trabalho          correta=D | facil
  [72/80] Direito do Trabalho          correta=C | facil
  [73/80] Direito do Trabalho          correta=B | media
  [74/80] Direito do Trabalho          correta=A | dificil
  [75/80] Direito do Trabalho          correta=C | media
  [76/80] Direito Processual do Trabal correta=A | media
  [77/80] Direito Processual do Trabal correta=D | media
  [78/80] Direito Processual do Trabal correta=B | facil
  [79/80] Direito Processual do Trabal correta=B | dificil
  [80/80] Direito Processual do Trabal correta=A | media

-------------------------------------------------------
  OAB-XLV  (id_prova=688)  -- 80 questoes pendentes
-------------------------------------------------------
  [ 1/80] Etica Profissional           correta=A | facil
  [ 2/80] Etica Profissional           correta=A | facil
  [ 3/80] Etica Profissional           correta=C | facil
  [ 4/80] Etica Profissional           correta=C | facil
  [ 5/80] Etica Profissional           correta=B | media
  [ 6/80] Etica Profissional           correta=A | facil
  [ 7/80] Etica Profissional           correta=D | facil
  [ 8/80] Etica Profissional           correta=B | media
  [ 9/80] Filosofia do Direito         correta=B | facil
  [10/80] Filosofia do Direito         correta=C | media
  [11/80] Direito Constitucional       correta=C | media
  [12/80] Direito Constitucional       correta=D | facil
  [13/80] Direito Constitucional       correta=B | facil
  [14/80] Direito Constitucional       correta=A | media
  [15/80] Direito Constitucional       correta=D | dificil
  [16/80] Direito Constitucional       correta=A | media
  [17/80] Direitos Humanos             correta=B | media
  [18/80] Direitos Humanos             correta=A | dificil
  [19/80] Direito Eleitoral            correta=C | media
  [20/80] Direito Eleitoral            correta=A | media
  [21/80] Direito Internacional        correta=D | dificil
  [22/80] Direito Internacional        correta=C | facil
  [23/80] Direito Financeiro           correta=A | media
  [24/80] Direito Financeiro           correta=D | media
  [25/80] Questo 25 - Direito Tributri correta=B | dificil
  [26/80] Questo 26 - Direito Tributri correta=C | media
  [27/80] Questo 27 - Direito Tributri correta=B | media
  [28/80] Questo 28 - Direito Tributri correta=B | dificil
  [29/80] Questo 29 - Direito Tributri correta=D | dificil
  [30/80] Direito Administrativo       correta=B | dificil
  [31/80] Direito Administrativo       correta=D | facil
  [32/80] Direito Administrativo       correta=A | dificil
  [33/80] Direito Administrativo       correta=A | media
  [34/80] Direito Administrativo       correta=D | media
  [35/80] Direito Ambiental            correta=D | facil
  [36/80] Direito Ambiental            correta=C | media
  [37/80] Direito Civil                correta=C | dificil
  [38/80] Direito Civil                correta=D | facil
  [39/80] Direito Civil                correta=A | media
  [40/80] Direito Civil                correta=A | media
  [41/80] Direito Civil                correta=B | facil
  [42/80] Direito Civil                correta=D | media
  [43/80] Questo 43 - Estatuto da Cria correta=D | facil
  [44/80] Questo 44 - Estatuto da Cria correta=C | media
  [45/80] Direito do Consumidor        correta=B | facil
  [46/80] Direito do Consumidor        correta=D | facil
  [47/80] Direito Empresarial          correta=B | dificil
  [48/80] Direito Empresarial          correta=C | media
  [49/80] Direito Empresarial          correta=A | dificil
  [50/80] Direito Empresarial          correta=C | media
  [51/80] Direito Processual Civil     correta=B | facil
  [52/80] Direito Processual Civil     correta=C | dificil
  [53/80] Direito Processual Civil     correta=D | media
  [54/80] Direito Processual Civil     correta=A | facil
  [55/80] Direito Processual Civil     correta=B | media
  [56/80] Direito Processual Civil     correta=D | facil
  [57/80] Direito Penal                correta=D | media
  [58/80] Direito Penal                correta=C | media
  [59/80] Direito Penal                correta=D | facil
  [60/80] Direito Penal                correta=C | media
  [61/80] Direito Penal                correta=A | facil
  [62/80] Direito Penal                correta=B | media
  [63/80] Direito Processual Penal     correta=C | dificil
  [64/80] Direito Processual Penal     correta=A | media
  [65/80] Direito Processual Penal     correta=B | media
  [66/80] Direito Processual Penal     correta=C | facil
  [67/80] Direito Processual Penal     correta=B | media
  [68/80] Direito Processual Penal     correta=D | facil
  [69/80] Questo 69 - Direito Previden correta=A | facil
  [70/80] Questo 70 - Direito Previden correta=D | facil
  [71/80] Direito do Trabalho          correta=A | facil
  [72/80] Direito do Trabalho          correta=D | media
  [73/80] Direito do Trabalho          correta=D | media
  [74/80] Direito do Trabalho          correta=B | facil
  [75/80] Direito do Trabalho          correta=D | facil
  [76/80] Direito Processual do Trabal correta=C | media
  [77/80] Direito Processual do Trabal correta=B | facil
  [78/80] Direito Processual do Trabal correta=B | facil
  [79/80] Direito Processual do Trabal correta=A | facil
  [80/80] Direito Processual do Trabal correta=A | facil

-------------------------------------------------------
  OAB-XLVI  (id_prova=689)  -- 80 questoes pendentes
-------------------------------------------------------
  [ 1/80] Etica Profissional           correta=C | facil
  [ 2/80] Etica Profissional           correta=D | facil
  [ 3/80] Etica Profissional           correta=C | facil
  [ 4/80] Etica Profissional           correta=A | facil
  [ 5/80] Etica Profissional           correta=D | media
  [ 6/80] Etica Profissional           correta=A | facil
  [ 7/80] Etica Profissional           correta=C | facil
  [ 8/80] Etica Profissional           correta=D | facil
  [ 9/80] Filosofia do Direito         correta=B | dificil
  [10/80] Filosofia do Direito         correta=C | facil
  [11/80] Direito Constitucional       correta=C | facil
  [12/80] Direito Constitucional       correta=B | facil
  [13/80] Direito Constitucional       correta=B | dificil
  [14/80] Direito Constitucional       correta=D | media
  [15/80] Direito Constitucional       correta=C | facil
  [16/80] Direito Constitucional       correta=D | media
  [17/80] Direitos Humanos             correta=B | dificil
  [18/80] Direitos Humanos             correta=D | media
  [19/80] Direito Eleitoral            correta=A | facil
  [20/80] Direito Eleitoral            correta=A | facil
  [21/80] Direito Internacional        correta=D | dificil
  [22/80] Direito Internacional        correta=C | facil
  [23/80] Direito Financeiro           correta=A | media
  [24/80] Direito Financeiro           correta=C | dificil
  [25/80] Questo 25 - Direito Tributri correta=B | dificil
  [26/80] Questo 26 - Direito Tributri correta=D | dificil
  [27/80] Questo 27 - Direito Tributri correta=B | media
  [28/80] Questo 28 - Direito Tributri correta=C | media
  [29/80] Questo 29 - Direito Tributri correta=D | dificil
  [30/80] Direito Administrativo       correta=D | dificil
  [31/80] Direito Administrativo       correta=A | dificil
  [32/80] Direito Administrativo       correta=B | dificil
  [33/80] Direito Administrativo       correta=B | media
  [34/80] Direito Administrativo       correta=A | dificil
  [35/80] Direito Ambiental            correta=C | media
  [36/80] Direito Ambiental            correta=A | dificil
  [37/80] Direito Civil                correta=A | facil
  [38/80] Direito Civil                correta=D | media
  [39/80] Direito Civil                correta=B | facil
  [40/80] Direito Civil                correta=B | dificil
  [41/80] Direito Civil                correta=A | media
  [42/80] Direito Civil                correta=B | dificil
  [43/80] Questo 43 - Estatuto da Cria correta=D | media
  [44/80] Questo 44 - Estatuto da Cria correta=C | facil
  [45/80] Direito do Consumidor        correta=B | dificil
  [46/80] Direito do Consumidor        correta=D | facil
  [47/80] Direito Empresarial          correta=A | dificil
  [48/80] Direito Empresarial          correta=B | media
  [49/80] Direito Empresarial          correta=C | dificil
  [50/80] Direito Empresarial          correta=C | facil
  [51/80] Direito Processual Civil     correta=B | dificil
  [52/80] Direito Processual Civil     correta=C | dificil
  [53/80] Direito Processual Civil     correta=C | media
  [54/80] Direito Processual Civil     correta=C | dificil
  [55/80] Direito Processual Civil     correta=A | facil
  [56/80] Direito Processual Civil     correta=B | media
  [57/80] Direito Penal                correta=B | media
  [58/80] Direito Penal                correta=D | facil
  [59/80] Direito Penal                correta=A | facil
  [60/80] Direito Penal                correta=A | facil
  [61/80] Direito Penal                correta=B | facil
  [62/80] Direito Penal                correta=C | media
  [63/80] Direito Processual Penal     correta=D | media
  [64/80] Direito Processual Penal     correta=B | dificil
  [65/80] Direito Processual Penal     correta=D | facil
  [66/80] Direito Processual Penal     correta=B | media
  [67/80] Direito Processual Penal     correta=A | media
  [68/80] Direito Processual Penal     correta=B | media
  [69/80] Questo 69 - Direito Previden correta=B | facil
  [70/80] Questo 70 - Direito Previden correta=A | facil
  [71/80] Direito do Trabalho          correta=D | media
  [72/80] Direito do Trabalho          correta=D | facil
  [73/80] Direito do Trabalho          correta=A | media
  [74/80] Direito do Trabalho          correta=A | facil
  [75/80] Direito do Trabalho          correta=C | media
  [76/80] Direito Processual do Trabal correta=C | media
  [77/80] Direito Processual do Trabal correta=D | facil
  [78/80] Direito Processual do Trabal correta=A | media
  [79/80] Direito Processual do Trabal correta=D | media
  [80/80] Direito Processual do Trabal correta=B | facil

============================================================
  Coleta concluida!
  Total coletado : 2080
  Validas        : 0
  Descartadas    : 2080  (sem enunciado/gabarito/alternativas)
============================================================

[OK] C:\Users\caema43907\oab\scripts\..\js\questions_oab.js gerado com 0 questoes
